typing_speed_wpm,avg_keystroke_interval_ms,backspace_ratio,pause_frequency_per_min,mouse_velocity_px_s,mouse_distance_px,click_frequency_per_min,idle_time_seconds,error_rate,response_time_seconds,retry_count,context_switches_per_min,cognitive_load
79.79,216.33,0.045,2,427.12,1204.65,14.08,0.87,0.0531,5.24,1,1,0
63.01,172.99,0.0402,2,441.63,1717.99,10.81,4.41,0.049,3.59,0,1,0
86.99,177.13,0.0438,1,210.74,1782.21,16.07,3.64,0.05,2.73,1,1,0
74.29,213.0,0.0947,4,400.1,1561.87,12.18,5.8,0.0797,5.52,1,0,0
85.63,190.0,0.0764,2,340.45,1322.8,26.57,3.51,0.0466,5.86,1,2,0
58.69,143.14,0.0621,0,530.59,1350.4,11.95,3.0,0.047,4.95,0,3,0
55.43,233.72,0.0361,0,434.66,1139.83,13.8,2.82,0.0349,3.97,0,0,0
73.63,220.79,0.0845,1,566.41,1288.13,20.02,5.0,0.0144,5.32,1,1,0
50.44,365.43,0.112,7,344.2,1750.53,25.71,10.25,0.0898,9.61,1,3,1
73.55,244.58,0.0242,2,418.86,1797.21,15.23,4.25,0.0678,2.17,1,0,0
63.92,165.68,0.0447,3,388.05,1246.58,13.1,5.91,0.0239,6.27,0,2,0
28.36,392.72,0.1515,9,156.92,2364.34,29.07,11.18,0.0806,16.54,1,6,2
47.25,230.86,0.1643,4,258.19,1633.12,23.21,1.78,0.0481,7.88,1,3,1
43.12,297.06,0.083,6,414.71,1581.15,22.09,10.55,0.0959,6.73,0,5,1
40.79,423.6,0.0716,13,146.33,2802.08,42.48,19.19,0.1449,11.81,6,8,2
41.09,129.73,0.0927,11,362.15,2202.25,20.53,12.31,0.0505,6.87,1,4,1
37.74,294.86,0.1294,14,207.47,2723.87,32.15,4.37,0.1975,20.35,7,11,2
37.39,272.75,0.0303,4,261.14,1717.31,22.73,8.32,0.0437,6.44,2,4,1
55.15,226.54,0.1197,5,237.43,1276.29,20.92,6.15,0.0773,8.52,2,2,1
62.09,261.44,0.1539,7,376.95,1636.66,24.83,12.5,0.0882,8.37,1,2,1
62.28,241.55,0.1353,6,255.28,1536.65,20.18,5.08,0.0009,6.44,0,4,1
52.89,246.88,0.087,7,387.46,1741.96,22.59,9.39,0.0837,5.19,3,3,1
42.42,231.66,0.0772,5,337.25,1788.8,17.14,1.92,0.0733,4.95,2,4,1
45.67,319.58,0.094,3,369.47,1415.34,18.84,3.11,0.1029,9.24,2,5,1
49.21,159.29,0.052,4,409.35,1294.38,20.79,5.03,0.0222,3.17,0,3,0
24.52,494.9,0.1405,8,85.27,2857.96,23.04,9.51,0.2216,15.82,4,6,2
7.35,328.92,0.1191,8,211.14,1951.8,19.95,11.25,0.1914,17.05,3,7,2
47.41,339.83,0.1973,8,219.0,2914.58,28.15,10.49,0.2094,13.57,2,4,2
13.53,237.92,0.3129,11,249.28,1608.41,31.66,15.37,0.1796,14.15,4,9,2
71.92,179.96,0.0353,2,453.64,1360.74,13.62,2.79,0.0358,6.54,1,2,0
57.17,269.99,0.0182,2,236.77,1499.19,25.56,8.99,0.0357,10.09,1,4,1
43.33,191.34,0.0127,1,433.64,1149.01,8.5,2.31,0.0328,4.21,1,0,0
39.29,192.87,0.0907,8,401.54,2315.26,16.35,4.32,0.0822,9.78,1,5,1
35.28,306.58,0.1944,8,130.44,2304.6,30.68,11.63,0.1827,11.07,2,6,2
35.1,398.8,0.187,10,169.85,2026.03,23.14,12.7,0.2262,15.39,3,8,2
53.96,218.36,0.0841,2,417.54,1297.58,16.0,3.33,0.0642,6.3,2,3,0
34.45,279.75,0.1836,16,103.57,2415.9,20.04,12.09,0.2074,9.62,6,6,2
48.58,387.61,0.1663,7,91.44,2103.64,32.42,12.34,0.1451,15.64,5,10,2
42.7,242.86,0.0418,5,191.84,2222.66,21.79,9.58,0.0155,5.36,2,1,1
45.65,243.56,0.1264,6,441.66,1885.94,14.1,6.4,0.0808,8.14,1,4,1
34.01,333.31,0.2249,9,154.41,1814.74,25.76,16.05,0.216,19.45,6,7,2
45.39,260.99,0.1674,8,263.97,1357.63,9.79,11.01,0.0281,7.67,0,3,1
22.85,379.41,0.222,13,118.41,2107.36,34.47,12.11,0.1656,9.79,2,6,2
73.15,221.06,0.0323,0,423.72,943.97,18.91,2.3,0.0277,6.25,0,1,0
46.51,188.98,0.0212,7,235.69,2100.7,28.71,7.42,0.1085,6.73,2,3,1
28.42,356.59,0.1865,11,182.82,2788.66,30.88,19.26,0.2822,13.14,1,10,2
65.53,248.22,0.0998,7,283.2,1989.38,26.35,5.32,0.0694,7.0,1,3,1
61.52,183.7,0.039,1,298.17,1277.9,12.91,4.67,0.043,4.17,0,3,0
64.3,185.75,0.0525,1,503.68,1061.35,17.56,2.54,0.0356,3.76,0,2,0
55.77,217.38,0.055,11,333.32,2075.44,18.25,9.38,0.0939,7.0,2,5,1
74.31,165.74,0.0114,3,467.51,1482.33,23.87,6.15,0.0285,3.88,1,1,0
36.13,338.07,0.0934,14,194.98,2535.66,39.59,14.36,0.2469,14.82,4,6,2
41.78,317.64,0.1678,3,250.32,1897.48,27.59,4.58,0.1062,6.53,2,3,1
53.38,182.54,0.1643,2,318.33,1217.33,23.57,7.67,0.0631,5.57,0,5,1
35.26,433.9,0.1958,11,160.91,2604.37,41.1,10.33,0.1319,13.71,4,7,2
29.61,493.03,0.2424,10,198.97,2281.92,23.51,11.99,0.1408,12.83,4,5,2
40.26,209.5,0.0312,7,276.66,1734.29,29.89,10.73,0.1676,6.32,1,4,1
49.53,286.79,0.1619,7,407.36,1626.96,21.62,11.0,0.1152,7.63,2,3,1
88.63,202.35,0.0199,6,511.64,1565.07,16.48,2.84,0.0431,4.35,0,1,0
27.54,405.94,0.1489,19,206.94,3063.64,36.53,16.6,0.2237,11.64,5,3,2
72.77,203.07,0.0473,6,490.07,1097.11,18.28,1.41,0.0207,2.41,1,2,0
83.09,165.71,0.0692,3,459.37,1814.98,15.21,3.35,0.0553,3.4,1,3,0
28.06,282.42,0.1173,11,214.14,2269.72,35.01,9.05,0.1465,17.81,2,5,2
43.6,164.1,0.0583,5,300.75,2209.64,25.88,11.94,0.088,6.18,3,3,1
52.33,266.13,0.1244,5,372.23,1603.42,23.65,4.71,0.104,10.57,3,2,1
56.42,256.45,0.0935,5,205.94,2047.81,24.23,11.27,0.0806,7.16,0,3,1
55.44,188.02,0.0434,4,395.9,1107.76,7.52,2.43,0.0425,4.86,0,2,0
57.73,189.31,0.0321,9,347.3,1305.63,18.12,4.81,0.0182,4.46,1,1,0
67.14,168.06,0.0,4,456.58,923.35,22.2,4.85,0.0064,5.64,1,0,0
47.13,256.39,0.1283,8,297.51,2093.31,18.72,7.14,0.1059,11.69,0,9,1
57.82,296.98,0.1128,4,329.31,1740.26,33.03,13.26,0.0814,9.16,1,1,1
34.88,281.09,0.2217,12,136.37,2733.05,19.37,15.05,0.2653,16.34,4,5,2
44.48,138.41,0.0566,1,536.13,1534.79,14.21,4.44,0.0363,2.67,2,1,0
34.81,417.55,0.2033,19,243.05,3096.49,31.02,10.97,0.2057,11.18,5,12,2
74.58,177.26,0.0731,4,284.24,1325.31,25.72,5.3,0.0397,3.37,0,1,0
31.85,214.68,0.1548,3,329.63,1285.4,21.93,10.45,0.0694,6.82,0,6,1
39.79,316.19,0.1277,9,331.57,1524.79,14.43,3.45,0.068,6.31,2,6,1
74.92,204.14,0.0606,5,375.15,1414.15,16.25,1.52,0.065,5.76,0,0,0
82.52,126.6,0.0207,1,384.14,923.48,12.48,3.29,0.0357,3.2,0,0,0
42.16,240.53,0.0716,7,352.25,1858.51,22.05,2.1,0.0808,10.3,1,4,1
50.52,210.86,0.0185,3,409.32,1441.55,9.41,4.04,0.0131,5.7,1,0,0
67.52,229.17,0.0644,3,342.19,1129.42,6.1,1.94,0.0371,4.51,0,0,0
43.37,222.87,0.0518,7,289.78,1527.16,18.35,3.58,0.0851,9.44,1,4,1
36.23,361.73,0.1491,17,163.63,2265.07,33.42,8.98,0.22,9.99,6,11,2
60.85,174.68,0.0332,1,488.0,1030.02,15.24,2.99,0.0555,2.4,0,0,0
64.27,200.12,0.1053,4,488.84,1333.45,6.6,3.03,0.0794,3.9,0,1,0
49.91,218.85,0.0919,4,246.2,1467.58,25.79,8.34,0.0796,7.6,2,8,1
27.96,350.44,0.1275,14,71.08,2230.9,17.88,10.59,0.1976,11.33,14,3,2
23.16,379.36,0.0588,9,198.65,2861.17,32.52,12.77,0.1053,18.06,3,6,2
75.58,152.12,0.0177,3,527.68,1125.68,11.88,1.26,0.0801,5.09,0,2,0
66.9,184.25,0.0197,2,359.06,1259.69,21.67,2.01,0.02,6.17,0,0,0
64.33,189.83,0.0372,1,175.07,1572.08,20.88,7.64,0.1235,5.38,1,3,1
39.22,257.53,0.0868,5,202.93,1839.67,22.64,8.63,0.0895,8.02,1,4,1
53.19,204.52,0.1403,5,296.24,1794.8,22.06,12.76,0.0795,6.65,1,2,1
34.94,280.49,0.2855,11,96.85,1708.08,42.49,13.35,0.1852,16.29,5,3,2
66.44,185.11,0.0555,1,541.59,1492.39,8.13,6.62,0.0008,4.91,0,3,0
42.11,217.69,0.0508,4,247.4,2504.99,23.92,11.61,0.0762,8.67,2,4,1
50.8,134.6,0.0243,4,439.24,1387.76,18.54,3.18,0.027,3.61,0,1,0
41.99,372.81,0.0655,13,213.22,2129.83,30.14,8.02,0.176,10.21,1,6,2
29.38,326.27,0.2806,17,170.25,2174.06,23.81,11.56,0.1782,13.06,2,7,2
43.4,251.83,0.1787,3,298.39,1665.78,15.16,8.83,0.0976,9.87,1,5,1
57.62,218.93,0.0298,1,398.39,1312.89,13.11,3.44,0.0164,2.75,0,2,0
57.24,178.09,0.0538,5,414.36,1139.71,20.09,4.77,0.0334,4.72,0,0,0
52.06,315.01,0.1124,3,318.01,1473.03,29.94,4.51,0.1186,8.26,1,4,1
37.73,360.35,0.2286,12,262.25,2264.8,22.8,6.62,0.0367,17.53,7,6,2
41.98,292.47,0.0384,4,345.74,1953.44,23.06,6.69,0.0779,7.93,2,2,1
56.86,220.34,0.0296,3,318.7,1689.08,15.64,2.24,0.0567,5.77,0,5,0
65.06,184.2,0.0108,3,425.8,1525.3,18.87,5.12,0.0349,1.89,0,4,0
58.53,180.87,0.0226,2,484.61,1188.88,18.3,4.93,0.0111,4.96,0,1,0
44.22,255.9,0.1316,10,163.74,2284.29,26.15,5.91,0.0683,6.78,2,3,1
35.38,318.41,0.115,15,208.65,2427.02,26.31,11.17,0.1616,11.19,3,3,2
33.07,338.12,0.1095,9,181.15,2926.34,25.13,10.82,0.2792,9.9,7,8,2
64.13,125.75,0.0048,1,411.66,1143.98,16.2,0.0,0.0839,4.48,0,0,0
26.91,317.59,0.1805,8,222.66,2421.69,32.23,11.55,0.1111,11.95,5,8,2
54.2,319.43,0.1007,3,349.6,1130.52,17.01,6.83,0.1169,6.85,1,2,1
48.97,320.5,0.0574,4,210.93,1238.58,22.24,9.99,0.1136,6.0,2,1,1
26.36,309.0,0.1271,7,162.26,2695.45,32.92,9.41,0.2389,11.93,4,12,2
57.61,139.34,0.0991,5,253.32,2280.04,22.45,7.45,0.1017,8.35,1,2,1
58.56,245.46,0.0,6,332.87,1178.16,10.99,6.25,0.0346,6.27,0,1,0
40.19,356.12,0.2323,10,222.01,3140.84,24.42,18.08,0.1709,10.07,5,5,2
32.26,368.68,0.2865,11,135.87,2516.18,35.8,7.6,0.2023,14.54,3,12,2
36.02,315.43,0.1081,7,130.59,2598.99,31.36,18.76,0.2796,15.61,7,6,2
23.28,322.55,0.2309,12,165.0,2070.41,21.02,11.72,0.2457,13.89,5,10,2
81.95,233.85,0.0223,3,535.18,1357.15,13.85,4.01,0.0548,4.83,2,1,0
51.57,334.01,0.1789,12,256.99,2304.94,26.61,9.34,0.161,8.98,5,11,2
66.44,223.0,0.004,2,512.06,1239.41,10.77,5.01,0.0261,4.78,1,3,0
40.69,345.13,0.0539,10,127.96,2673.54,31.02,13.68,0.1163,9.88,4,8,2
50.2,208.15,0.1025,8,310.52,2115.87,18.48,11.45,0.0946,6.01,0,6,1
49.52,95.61,0.033,5,388.89,1187.75,20.76,4.21,0.0357,6.25,0,5,0
42.49,340.99,0.2651,9,232.57,2863.69,37.31,15.51,0.165,11.93,3,6,2
28.56,383.21,0.1105,14,120.54,2041.48,23.19,13.4,0.1862,19.04,3,8,2
22.09,370.93,0.2119,7,220.83,1806.88,33.26,13.53,0.261,11.35,4,12,2
29.97,257.5,0.1342,3,424.15,1858.34,16.51,6.92,0.1026,8.69,1,3,1
65.5,195.48,0.026,2,388.28,1043.25,11.77,3.79,0.0419,4.16,1,0,0
57.83,253.04,0.1177,4,216.33,1421.92,13.77,7.41,0.1102,9.23,0,5,1
44.7,395.73,0.2926,11,182.29,2280.05,17.75,16.28,0.2346,16.38,5,6,2
38.01,278.89,0.1974,11,236.06,2989.38,25.85,9.35,0.2001,14.83,4,10,2
34.29,328.42,0.3768,6,169.66,2328.42,41.1,11.83,0.1286,13.01,6,4,2
72.66,149.48,0.0059,2,429.8,1304.49,12.07,4.27,0.0531,2.98,1,2,0
33.83,392.73,0.2362,15,201.3,1921.39,34.48,15.45,0.0844,15.16,7,7,2
41.52,211.56,0.1052,5,406.02,1745.08,23.14,8.8,0.0556,9.84,2,0,1
53.79,193.88,0.0299,3,385.03,786.78,17.49,2.5,0.0904,4.31,0,1,0
50.61,275.59,0.0532,4,324.74,2029.82,9.37,11.17,0.066,5.17,3,1,1
36.84,332.78,0.1927,11,180.67,1867.58,38.55,14.17,0.1321,15.32,3,5,2
72.25,233.66,0.0508,3,510.71,1545.07,15.71,1.85,0.083,5.96,1,1,0
35.72,258.59,0.1209,2,279.4,1950.75,23.99,9.11,0.0851,6.2,2,3,1
37.29,317.93,0.193,11,172.09,2396.41,32.81,16.7,0.1254,10.97,7,8,2
25.43,381.44,0.2333,10,211.69,2161.63,27.64,16.97,0.1902,11.38,3,9,2
34.06,268.8,0.1111,5,362.95,2229.39,24.06,4.2,0.1046,7.03,4,5,1
63.6,178.18,0.0,4,408.57,1159.8,18.39,1.92,0.0393,3.22,0,0,0
51.49,268.96,0.1111,6,347.65,2331.92,24.3,5.38,0.062,8.09,0,3,1
58.26,231.1,0.0156,3,329.63,1795.38,18.25,5.59,0.0304,3.03,1,0,0
50.47,266.59,0.0714,1,296.17,1441.31,13.96,3.11,0.1083,4.54,1,5,1
58.98,132.4,0.0818,3,413.43,922.24,14.77,5.78,0.0414,3.28,1,1,0
64.25,178.95,0.0411,2,432.61,1066.46,6.33,5.97,0.0061,3.62,1,4,0
43.62,187.34,0.0201,5,376.85,1721.65,7.23,4.61,0.0369,4.21,2,3,0
43.6,249.03,0.0855,7,290.67,2132.53,20.2,5.33,0.105,8.33,3,1,1
58.69,272.47,0.1282,5,234.97,1604.68,25.8,10.8,0.132,6.07,1,6,1
31.83,251.83,0.0882,9,289.24,1385.1,20.52,8.89,0.0511,9.6,0,6,1
59.54,190.9,0.0437,4,460.77,1595.95,15.01,3.2,0.0,3.36,0,0,0
54.33,163.06,0.0633,1,434.7,1294.94,16.49,3.06,0.0651,3.42,0,0,0
29.21,400.48,0.0886,11,164.87,2419.79,31.24,13.84,0.1911,14.13,1,11,2
12.4,291.11,0.1222,19,209.0,2935.69,30.13,15.31,0.0232,7.2,2,7,2
38.84,298.26,0.0383,5,261.64,1915.45,28.32,9.32,0.0767,3.19,3,6,1
33.95,415.83,0.0726,13,225.83,2053.1,23.43,12.75,0.284,11.65,2,8,2
30.49,278.44,0.1479,8,231.97,2042.45,23.25,17.13,0.1724,18.78,10,8,2
39.37,432.41,0.1597,9,250.41,2992.12,26.58,12.78,0.1495,13.67,4,11,2
65.97,216.39,0.037,2,428.51,1392.93,16.88,2.73,0.0571,4.54,1,3,0
42.39,242.26,0.0752,5,369.47,2036.03,25.63,2.26,0.1032,6.17,3,3,1
51.85,221.06,0.1488,5,224.89,1829.6,23.72,4.67,0.0432,5.98,1,5,1
63.26,169.97,0.0435,1,406.18,1321.81,14.37,2.98,0.0417,3.93,1,2,0
41.16,225.0,0.1077,8,289.51,1341.11,16.59,7.01,0.044,8.68,0,3,1
32.73,221.74,0.0193,6,311.49,1152.2,29.38,12.66,0.1161,5.12,1,4,1
21.13,429.72,0.196,8,233.64,1828.5,13.68,13.51,0.2691,20.2,4,5,2
29.97,229.17,0.2191,13,79.53,2337.67,33.6,12.75,0.1495,8.15,2,9,2
46.08,257.98,0.0862,3,384.81,1586.38,24.35,8.59,0.0956,3.95,1,4,1
32.26,309.52,0.2582,15,145.32,2608.64,45.53,14.37,0.1233,15.4,3,5,2
54.97,230.23,0.1086,9,307.74,1397.29,25.47,9.91,0.13,9.47,1,2,1
58.87,141.23,0.1112,7,351.99,1747.57,27.44,8.69,0.0906,8.75,2,2,1
62.74,273.7,0.1361,7,263.95,1095.1,21.04,4.76,0.0599,9.55,1,3,1
45.47,201.98,0.0879,3,356.93,1726.6,22.84,5.56,0.1819,5.45,2,7,1
41.22,286.43,0.0896,10,196.13,2216.55,28.08,20.83,0.2371,12.69,3,10,2
27.47,261.57,0.1571,10,220.5,2032.35,30.61,18.8,0.1109,16.1,4,5,2
39.0,335.02,0.2403,12,192.73,2926.5,22.26,21.95,0.1048,15.87,6,12,2
54.09,195.59,0.0155,4,333.29,1101.77,20.09,3.86,0.0619,4.42,1,4,0
43.95,454.34,0.1732,10,176.78,1793.08,21.14,13.69,0.1005,15.84,8,8,2
30.17,371.61,0.2049,14,180.96,2196.61,24.68,16.84,0.1437,11.87,6,11,2
60.41,199.84,0.0797,3,270.95,1379.35,7.94,2.51,0.0445,3.75,0,3,0
29.01,468.28,0.1364,14,198.46,1592.11,33.55,17.98,0.248,14.52,3,2,2
54.78,281.87,0.0925,3,312.23,2176.22,15.85,4.85,0.0697,0.5,2,2,1
48.34,318.67,0.1227,6,301.38,1754.8,15.86,11.14,0.0721,8.59,2,6,1
53.97,94.31,0.0515,4,413.39,1702.18,11.44,4.31,0.0503,2.16,2,1,0
29.33,288.3,0.088,3,216.55,2158.53,11.93,9.26,0.0504,7.08,2,3,1
34.16,297.14,0.1398,7,347.13,1703.96,17.09,8.32,0.1128,7.7,1,3,1
58.75,153.37,0.0368,2,460.07,1651.82,12.44,3.88,0.0517,4.81,2,0,0
58.77,234.38,0.0434,0,435.43,1183.15,9.26,3.93,0.044,2.81,1,3,0
25.94,401.37,0.2405,13,189.26,2649.92,23.29,15.11,0.1203,13.25,4,4,2
35.6,331.43,0.2016,9,172.22,2630.18,31.13,16.58,0.2282,10.94,4,9,2
33.93,485.66,0.184,11,154.76,2038.52,25.61,5.37,0.214,17.01,3,7,2
63.96,218.36,0.0036,3,361.86,1117.59,19.36,6.74,0.0491,2.42,1,1,0
64.13,231.75,0.07,2,318.57,1966.13,19.13,10.39,0.1236,10.67,3,5,1
32.13,418.02,0.2082,10,262.04,2693.17,25.97,16.61,0.1875,14.81,3,8,2
53.0,240.95,0.0752,10,280.3,1936.22,21.55,7.46,0.1285,6.82,2,3,1
66.27,174.59,0.0491,1,474.88,1543.57,14.64,5.49,0.0561,3.78,0,3,0
61.63,194.76,0.0433,1,299.8,1264.77,17.89,2.85,0.0355,4.75,0,0,0
23.15,447.91,0.2157,12,288.34,3098.28,18.1,8.17,0.2225,14.13,4,8,2
62.91,189.19,0.0069,3,469.23,1518.82,16.0,4.59,0.0522,2.2,2,1,0
24.67,346.66,0.2229,12,188.24,2022.18,34.34,5.38,0.1326,13.59,4,8,2
66.32,133.03,0.0724,2,509.62,1564.29,14.5,5.5,0.0532,4.29,1,1,0
38.09,427.79,0.2532,9,189.22,2019.94,16.8,7.89,0.1909,10.26,5,5,2
64.68,184.15,0.079,1,454.31,1351.13,17.72,0.69,0.0,4.74,1,2,0
63.03,180.79,0.0833,1,332.85,1495.59,14.48,4.34,0.066,7.26,1,0,0
34.12,384.96,0.2597,8,121.47,2131.98,23.63,15.92,0.061,15.41,3,8,2
59.37,231.11,0.0048,3,393.46,1290.01,13.62,3.35,0.0573,4.31,0,0,0
26.01,360.08,0.1726,13,198.49,2050.19,28.51,11.19,0.2521,13.56,4,7,2
58.01,240.8,0.0104,5,321.23,1619.18,22.39,9.13,0.1241,12.65,4,2,1
51.23,208.5,0.0218,3,348.99,1669.88,16.28,0.9,0.0142,4.67,2,1,0
30.32,461.09,0.179,16,143.66,2305.17,41.66,7.21,0.166,9.6,7,4,2
60.08,210.64,0.071,6,374.55,1256.38,18.28,4.67,0.0319,4.33,1,3,0
58.97,196.51,0.063,4,407.47,1331.77,19.7,3.45,0.0628,2.56,1,1,0
52.66,294.43,0.0856,3,312.39,2252.35,32.33,11.57,0.1503,8.19,1,4,1
35.51,396.43,0.1832,8,131.1,2688.56,22.8,18.12,0.2994,22.56,2,9,2
40.34,263.36,0.1442,4,216.92,1765.41,17.81,4.84,0.0871,5.04,0,4,1
19.94,419.08,0.1173,12,206.66,2166.25,33.0,20.98,0.2238,15.52,5,9,2
42.16,268.96,0.134,5,220.76,1929.73,23.42,7.71,0.1402,4.92,1,4,1
49.26,268.54,0.1496,4,206.92,1555.08,19.1,1.56,0.1127,8.18,1,6,1
69.01,237.97,0.0471,2,263.98,1164.64,16.82,5.56,0.0485,3.64,0,2,0
45.27,216.97,0.0658,6,290.26,1486.31,21.9,7.57,0.0488,9.12,1,5,1
40.73,258.26,0.0757,2,304.24,1988.86,18.76,5.15,0.0889,8.58,0,2,1
61.59,122.94,0.0751,3,413.32,787.3,15.79,6.04,0.0556,3.88,0,1,0
67.83,277.93,0.0679,3,177.7,2159.34,20.0,6.34,0.1552,6.51,4,1,1
64.68,202.77,0.0118,6,395.88,1317.52,10.98,2.82,0.0274,3.72,1,4,0
65.33,147.45,0.0401,2,452.65,1216.05,13.8,1.0,0.0339,2.93,0,2,0
33.17,268.84,0.1378,14,140.12,2338.32,16.82,8.98,0.1212,11.33,2,8,2
67.11,199.68,0.0813,3,398.28,1193.42,17.97,5.62,0.0683,5.08,1,3,0
13.12,344.99,0.2116,14,245.98,2636.13,26.78,6.81,0.2009,10.98,6,10,2
32.86,315.91,0.2289,13,163.8,2024.65,27.58,9.38,0.1698,16.49,2,8,2
61.34,308.58,0.1742,6,352.92,1939.56,10.72,8.06,0.1378,8.58,3,5,1
33.74,317.1,0.1934,14,246.77,2250.88,30.43,13.86,0.2406,12.74,4,8,2
57.88,190.07,0.1582,4,310.19,1514.51,23.7,15.7,0.0301,5.91,2,4,1
56.28,203.0,0.0646,9,271.32,2125.97,37.91,9.64,0.0661,7.34,1,4,1
43.98,305.53,0.0233,6,308.15,2049.84,20.06,2.03,0.0994,7.94,2,7,1
30.69,374.15,0.2272,11,170.58,2452.11,31.71,14.4,0.1748,9.31,6,7,2
40.66,232.3,0.1363,4,328.61,1957.76,17.39,10.06,0.0671,10.83,1,2,1
58.83,180.41,0.038,2,468.73,1647.58,12.2,3.81,0.038,3.34,0,3,0
46.6,200.83,0.0972,6,269.85,2193.36,24.4,8.73,0.1052,6.96,3,5,1
31.23,235.26,0.0822,15,189.86,2308.74,28.67,8.27,0.2391,12.45,3,5,2
52.7,214.46,0.0901,10,301.38,1821.81,22.81,6.82,0.0801,8.17,2,3,1
32.55,274.37,0.2171,5,137.63,2814.71,32.16,10.99,0.2455,8.81,6,7,2
31.76,339.63,0.2044,7,202.88,2097.29,33.01,13.54,0.2298,15.2,8,10,2
61.26,240.48,0.1197,6,351.16,1894.12,21.63,9.11,0.0585,10.7,2,2,1
44.65,219.83,0.0803,5,293.58,1958.04,13.48,4.13,0.1111,9.18,1,1,1
65.29,296.76,0.0617,3,396.01,1343.85,15.39,3.13,0.0289,4.04,0,1,0
49.54,268.02,0.1102,5,293.6,1471.13,16.14,10.41,0.0835,9.62,2,4,1
36.39,318.7,0.1725,7,280.1,2038.09,31.9,12.98,0.296,20.07,3,6,2
19.01,423.18,0.1641,15,268.63,2990.54,27.44,11.69,0.2607,9.38,3,8,2
37.78,201.07,0.0778,3,230.32,2048.27,21.21,9.75,0.1205,8.36,3,8,1
23.3,439.5,0.2639,8,125.66,3441.17,30.62,17.78,0.2377,15.61,5,8,2
64.69,199.77,0.0455,2,435.23,1538.19,9.22,6.78,0.0257,2.55,0,2,0
61.01,170.02,0.0751,3,256.33,1163.05,20.98,4.23,0.0244,5.45,0,2,0
32.98,412.94,0.222,14,201.6,2036.19,36.28,6.66,0.2644,14.13,7,5,2
65.71,152.26,0.0941,3,397.13,1117.6,16.74,6.15,0.04,3.02,1,1,0
45.87,198.67,0.0462,4,288.19,1939.22,21.77,6.25,0.1516,8.28,2,4,1
40.73,328.43,0.1053,7,318.83,2005.09,24.5,10.48,0.166,11.63,1,3,1
28.15,279.99,0.1527,12,176.71,2292.82,30.69,15.11,0.2315,10.38,3,6,2
29.4,377.8,0.1798,10,211.37,2243.19,40.6,15.1,0.1582,13.41,2,5,2
51.79,235.57,0.0902,7,254.35,1753.03,17.8,7.41,0.171,9.68,0,3,1
46.65,389.09,0.1351,3,260.44,1884.47,26.57,7.05,0.0717,7.99,3,4,1
49.2,306.38,0.1343,2,317.33,2020.83,17.0,10.8,0.1101,10.05,1,6,1
29.88,358.89,0.3216,9,166.51,2683.26,36.29,6.96,0.2195,13.77,4,14,2
37.27,455.95,0.1581,10,197.95,1841.58,43.01,14.39,0.0759,14.26,5,13,2
56.33,177.67,0.0812,0,288.96,1023.04,13.52,6.01,0.0319,5.7,0,2,0
33.84,177.88,0.0513,4,301.47,1772.07,17.88,9.03,0.0309,7.8,1,6,1
57.23,237.18,0.0361,4,477.82,1224.13,7.32,2.26,0.0213,3.66,1,1,0
34.08,438.48,0.1528,14,89.13,2771.69,34.39,16.44,0.1595,13.12,6,12,2
40.37,343.89,0.1061,12,214.72,3105.75,31.31,12.93,0.1423,19.79,6,9,2
48.45,187.0,0.0773,4,288.08,1604.31,19.3,7.99,0.1288,5.92,3,4,1
37.79,225.28,0.0529,7,367.77,2024.22,26.35,10.16,0.0857,8.84,1,4,1
22.26,401.48,0.2392,5,209.37,2729.91,25.17,13.75,0.1507,11.59,3,6,2
45.45,350.85,0.1314,7,196.92,1927.35,15.31,9.99,0.1297,5.93,2,3,1
32.36,332.46,0.2461,13,102.88,2496.58,46.54,14.01,0.1626,16.2,3,9,2
26.66,387.79,0.1945,12,168.66,2309.95,42.39,12.77,0.1648,14.46,8,7,2
62.86,185.54,0.1015,5,281.91,1523.93,23.91,10.71,0.1453,9.46,1,7,1
64.97,186.98,0.056,1,502.87,1286.0,11.37,2.78,0.0283,6.46,0,0,0
30.46,243.79,0.1227,6,252.31,2095.53,25.02,8.78,0.0903,8.42,1,7,1
28.07,295.21,0.2254,10,207.54,2592.64,20.22,17.05,0.1937,12.23,7,9,2
24.26,308.69,0.192,5,278.29,2526.55,40.19,20.96,0.2982,13.31,7,8,2
26.38,237.46,0.13,7,318.72,1499.92,22.3,9.67,0.0936,11.24,2,7,1
58.71,302.4,0.0687,8,197.05,1928.81,26.02,6.29,0.1131,5.67,1,4,1
54.73,204.54,0.0559,3,441.49,1227.3,18.47,6.42,0.0371,4.8,1,5,0
40.34,316.18,0.2319,9,148.86,2322.01,28.13,11.51,0.098,8.19,5,3,2
36.27,275.58,0.0702,14,207.8,2142.08,23.06,11.38,0.2458,9.82,5,9,2
68.44,175.94,0.0603,1,394.91,871.22,7.72,2.43,0.0439,5.61,1,0,0
60.07,173.32,0.0344,4,429.45,1508.71,17.83,4.3,0.0026,4.66,0,4,0
35.16,390.49,0.0688,16,271.58,2347.02,25.11,7.06,0.1138,9.87,3,7,2
72.14,205.91,0.014,3,454.17,1512.55,16.19,3.48,0.0681,4.33,0,5,0
38.39,246.47,0.0614,10,237.29,1892.13,25.49,8.2,0.0714,9.43,3,6,1
